VID, COMPANY
0C35,EAGLETRON INC.
0C36,E INK CORP.
0C37,E.DIGITAL
0C38,DER AN ELECTRIC WIRE & CABLE CO. LTD
0C39,IFR
0C3A,FURUI PRECISE COMPONENT (KUNSHAN) CO. LTD
0C3B,KOMATSU LTD
0C3C,RADIUS CO. LTD
0C3D,INNOCOM INC.
0C3E,NEXTCELL INC.
0C40,ELMCU
0C44,MOTOROLA IDEN
0C45,MICRODIA
0C46,WAVERIDER COMMUNICATIONS INC.
0C4A,ALGE-TIMING GMBH
0C4B,REINER SCT KARTENSYSTEME GMBH
0C4C,NEEDHAM'S ELECTRONICS
0C52,SEALEVEL SYSTEMS INC.
0C53,VIEWPLUS INC.
0C54,GLORY LTD
0C55,SPECTRUM DIGITAL INC.
0C56,BILLION BRIGHT LTD
0C57,IMAGINATIVE DESIGN OPERATION CO. LTD
0C58,VIDAR SYSTEMS CORP.
0C59,DONG GUAN SHINKO WIRE CO. LTD
0C5A,TRS INTERNATIONAL MFG. INC.
0C5E,XYTRONIX RESEARCH & DESIGN
0C60,APOGEE ELECTRONICS CORP.
0C62,CHANT SINCERE CO. LTD
0C63,TOKO INC.
0C64,SIGNALITY SYSTEM ENGINEERING CO. LTD
0C65,EMINENCE ENTERPRISE CO. LTD
0C66,REXON ELECTRONICS CORP.
0C67,CONCEPT TELECOM LTD
0C6A,ACS
0C6C,JETI TECHNISCHE INSTRUMENTE GMBH
0C70,MCT ELEKTRONIKLADEN
0C72,PEAK SYSTEM
0C74,OPTRONIC LABORATORIES INC.
0C76,JMTEK LLC.
0C77,SIPIX GROUP LTD
0C78,DETTO CORP.
0C79,NUCONNEX TECHNOLOGIES PTE. LTD
0C7A,WING-SPAN ENTERPRISE CO. LTD
0C86,NDA TECHNOLOGIES INC.
0C88,KYOCERA WIRELESS CORP.
0C89,HONDA TSUSHIN KOGYO CO. LTD
0C8A,PATHWAY CONNECTIVITY INC.
0C8B,WAVEFLY CORP.
0C8C,COACTIVE NETWORKS
0C8D,TEMPO
0C8E,CESSCOM CO. LTD
0C8F,APPLIED MICROSYSTEMS
0C94,CRYPTERA
0C98,BERKSHIRE PRODUCTS INC.
0C99,INNOCHIPS CO. LTD
0C9A,HANWOOL ROBOTICS CORP.
0C9B,JOBIN YVON INC.
0C9C,BRAND INNOVATORS BV
0C9D,SEMTEK
0CA2,ZYFER
0CA3,SEGA CORP.
0CA4,ST&T INSTRUMENT CORP.
0CA5,BAE SYSTEMS CANADA INC.
0CA6,CASTLES TECHNOLOGY CO. LTD
0CA7,INFORMATION SYSTEMS LABORATORIES
0CAA,ALLIED TELESIS KK.
0CAD,MOTOROLA CGISS
0CAE,ASCOM BUSINESS SYSTEMS LTD
0CAF,BUSLINK
0CB0,FLYING PIG SYSTEMS
0CB1,INNOVONICS INC.
0CB6,CELESTIX NETWORKS PTE. LTD
0CB7,SINGATRON ENTERPRISE CO. LTD
0CB8,OPTICIS CO. LTD
0CBA,TRUST ELECTRONIC (SHANGHAI) CO. LTD
0CBB,SHANGHAI DARONG ELECTRONICS CO. LTD
0CBC,PALMAX TECHNOLOGY CO. LTD
0CBD,PENTEL CO. LTD (ELECTRONICS EQUIPMENT DIV.)
0CBE,KERYX TECHNOLOGIES INC.
0CBF,UNION GENIUS COMPUTER CO. LTD
0CC0,KUON YI INDUSTRIAL CORP.
0CC1,GIVEN IMAGING LTD
0CC2,TIMEX CORP.
0CC3,RIMAGE CORP.
0CC4,EMSYS GMBH
0CC5,SENDO
0CC6,INTERMAGIC CORP.
0CC8,TECHNOTOOLS CORP.
0CC9,BROADMAX TECHNOLOGIES INC.
0CCA,AMPHENOL
0CCB,SKNET CO. LTD
0CCC,DOMEX TECHNOLOGY CORP.
0CCD,TERRATEC ELECTRONIC GMBH
0CD4,BANG OLUFSEN
0CD5,LABJACK CORPORATION
0CD6,SCHEIDT & BACHMANN
0CD7,NEWCHIP S.R.L.
0CD8,JS DIGITECH INC.
0CD9,HITACHI SHIN DIN CABLE LTD
0CDE,Z-COM
0CE5,VALIDATION TECHNOLOGIES INTERNATIONAL
0CE9,PICO TECHNOLOGY
0CF1,E-CONN ELECTRONIC CO. LTD
0CF2,ENE TECHNOLOGY INC.
0CF3,QUALCOMM ATHEROS COMMUNICATIONS
0CF4,FOMTEX CORP.
0CF5,CELLINK CO. LTD
0CF6,COMPUCABLE CORP.
0CF7,ISHONI NETWORKS
0CF8,CLARISYS INC.
0CF9,CENTRAL SYSTEM RESEARCH CO. LTD
0CFA,INVISO INC.
0CFC,MINOLTA-QMS INC.
0CFF,SAFA MEDIA CO. LTD.
0D06,TELOS EDV SYSTEMENTWICKLUNG GMBH
0D08,UTSTARCOM
0D0B,CONTEMPORARY CONTROLS
0D0C,ASTRON ELECTRONICS CO. LTD
0D0D,MKNET CORP.
0D0E,HYBRID NETWORKS INC.
0D0F,FENG SHIN CABLE CO. LTD
0D10,ELASTIC NETWORKS
0D11,MASPRO DENKOH CORP.
0D12,HANSOL ELECTRONICS INC.
0D13,BMF CORP.
0D14,ARRAY COMM INC.
0D15,ONSTREAM B.V.
0D16,HI-TOUCH IMAGING TECHNOLOGIES CO. LTD
0D17,NALTEC INC.
0D18,COAXMEDIA
0D19,HANK CONNECTION INDUSTRIAL CO. LTD
0D28,NXP
0D2F,ANDAMIRO
0D32,LEO HUI ELECTRIC WIRE & CABLE CO. LTD
0D33,AIRSPEAK INC.
0D34,REARDEN STEEL TECHNOLOGIES
0D35,DAH KUN CO. LTD
0D3A,POSIFLEX TECHNOLOGIES INC.
0D3C,SRI CABLE TECHNOLOGY LTD
0D3D,TANGTOP TECHNOLOGY CO. LTD
0D3E,FITCOM INC.
0D3F,MTS SYSTEMS CORP.
0D40,ASCOR INC.
0D41,TA YUN TERMINALS INDUSTRIAL CO. LTD
0D42,FULL DER CO. LTD
0D46,KOBIL SYSTEMS GMBH
0D48,PROMETHEAN LIMITED
0D49,MAXTOR
0D4A,NF CORP.
0D4B,GRAPE SYSTEMS INC.
0D4C,TEDAS AG
0D4D,COHERENT INC.
0D4E,AGERE SYSTEMS NETHERLAND BV
0D4F,EADS AIRBUS FRANCE
0D50,CLEWARE GMBH
0D51,VOLEX (ASIA) PTE. LTD
0D53,HMI CO. LTD
0D54,HOLON CORP.
0D55,ASKA TECHNOLOGIES INC.
0D56,AVLAB TECHNOLOGY INC.
0D57,SOLOMON MICROTECH LTD
0D59,TRC SIMULATORS B.V.
0D5C,SMC NETWORKS INC.
0D5E,MYACOM LTD
0D5F,CSI INC.
0D60,IVL TECHNOLOGIES LTD
0D61,MEILU ELECTRONICS (SHENZHEN) CO. LTD
0D62,DARFON ELECTRONICS CORP.
0D63,FRITZ GEGAUF AG
0D64,DXG TECHNOLOGY CORP.
0D65,KMJP CO. LTD
0D66,TMT
0D67,ADVANET INC.
0D68,SUPER LINK ELECTRONICS CO. LTD
0D69,NSI
0D6A,MEGAPOWER INTERNATIONAL CORP.
0D6B,AND-OR LOGIC
0D70,TRY COMPUTER CO. LTD
0D71,HIRAKAWA HEWTECH CORP.
0D72,WINMATE COMMUNICATION INC.
0D73,HIT'S COMMUNICATIONS INC.
0D76,MFP KOREA INC.
0D77,POWER SENTRY/NEWPOINT
0D78,JAPAN DISTRIBUTOR CORP.
0D7A,MARX DATENTECHNIK GMBH
0D7B,WELLCO TECHNOLOGY CO. LTD
0D7C,TAIWAN LINE TEK ELECTRONIC CO. LTD
0D7D,PHISON ELECTRONICS CORP.
0D7E,AMERICAN COMPUTER & DIGITAL COMPONENTS
0D7F,ESSENTIAL REALITY LLC
0D80,H.R. SILVINE ELECTRONICS INC.
0D81,TECHNOVISION
0D83,THINK OUTSIDE INC.
0D87,DOLBY LABORATORIES INC.
0D89,OZ SOFTWARE
0D8A,KING JIM CO. LTD
0D8B,ASCOM TELECOMMUNICATIONS LTD
0D8C,C-MEDIA ELECTRONICS INC.
0D8D,PROMOTION & DISPLAY TECHNOLOGY LTD
0D8E,GLOBAL SUN TECHNOLOGY INC.
0D8F,PITNEY BOWES
0D90,SURE-FIRE ELECTRICAL CORP.
0D96,SKANHEX TECHNOLOGY INC.
0D97,SANTA BARBARA INSTRUMENT GROUP
0D98,MARS SEMICONDUCTOR CORP.
0D99,TRAZER TECHNOLOGIES INC.
0D9A,RTX AS
0D9B,TAT SHING ELECTRICAL CO.
0D9C,CHEE CHEN HI-TECHNOLOGY CO. LTD
0D9D,SANWA SUPPLY INC.
0D9E,AVAYA
0D9F,POWERCOM CO. LTD
0DA0,DANGER RESEARCH
0DA1,SUZHOU PETER'S PRECISE INDUSTRIAL CO. LTD
0DA2,LAND INSTRUMENTS INTERNATIONAL LTD
0DA3,NIPPON ELECTRO-SENSORY DEVICES CORP.
0DA4,POLAR ELECTRO OY
0DA7,IOGEAR INC.
0DA8,SOFTDSP CO. LTD
0DAB,CUBIG GROUP
0DAD,WESTOVER SCIENTIFIC
0DB0,MICRO STAR INTERNATIONAL
0DB1,WEN TE ELECTRONICS CO. LTD
0DB2,SHIAN HWI PLUG PARTS PLASTIC FACTORY
0DB3,TEKRAM TECHNOLOGY CO. LTD
0DB4,CHUNG FU CHEN YEH ENTERPRISE CORP.
0DB5,ACCESS IS
0DB7,ELCON SYSTEMTECHNIK
0DBA,DIGIDESIGN
0DBC,A&D MEDICAL
0DBE,JIUH SHIUH PRECISION INDUSTRY CO. LTD
0DBF,JESS-LINK INTERNATIONAL
0DC0,G7 SOLUTIONS (FORMERLY GREAT NOTIONS)
0DC1,TAMAGAWA SEIKI CO. LTD
0DC3,ATHENA SMARTCARD SOLUTIONS INC.
0DC4,INXTRON INC.
0DC5,SDK CO. LTD
0DC6,PRECISION SQUARED TECHNOLOGY CORP.
0DC7,FIRST CABLE LINE INC.
0DCD,NETWORKFAB CORP.
0DD0,ACCESS SOLUTIONS
0DD1,CONTEK ELECTRONICS CO. LTD
0DD2,POWER QUOTIENT INTERNATIONAL CO. LTD
0DD3,MEDIAQ
0DD4,CUSTOM ENGINEERING SPA
0DD5,CALIFORNIA MICRO DEVICES
0DD7,KOCOM CO. LTD
0DD8,NETAC TECHNOLOGY CO. LTD
0DD9,HIGHSPEED SURFING
0DDA,INTEGRATED CIRCUIT SOLUTION INC.
0DDB,TAMARACK INC.
0DDD,DATELINK TECHNOLOGY CO. LTD
0DDE,UBICOM INC.
0DE0,BD CONSUMER HEALTHCARE
0DE7,USBMICRO
0DEA,UTECH ELECTRONIC (D.G.) CO. LTD.
0DED,NOVASONICS
0DEE,LIFETIME MEMORY PRODUCTS
0DEF,FULL RISE ELECTRONIC CO. LTD
0DF4,NET&SYS
0DF6,SITECOM EUROPE B.V.
0DF7,MOBILE ACTION TECHNOLOGY INC.
0DFA,TOYO COMMUNICATION EQUIPMENT CO. LTD
0DFC,GENERALTOUCH TECHNOLOGY CO. LTD
0E03,NIPPON SYSTEMWARE CO. LTD
0E08,WINBEST TECHNOLOGY CO. LTD
0E0B,AMIGO TECHNOLOGY INC.
0E0C,GESYTEC
0E0D,PICOQUANT GMBH
0E0F,VMWARE INC.
0E16,JMTEK LLC
0E17,WALEX ELECTRONIC LTD
0E1A,UNISYS
0E1B,CREWAVE
0E1E,GREEN HILLS SOFTWARE
0E20,PEGASUS TECHNOLOGIES LTD.
0E21,COWON SYSTEMS INC.
0E22,SYMBIAN LTD.
0E23,LIOU YUANE ENTERPRISE CO. LTD
0E25,VINCHIP SYSTEMS INC.
0E26,J-PHONE EAST CO. LTD
0E2E,BRADY WORLDWIDE INC.
0E30,HEARTMATH LLC
0E34,MICRO COMPUTER CONTROL CORP.
0E35,3PEA TECHNOLOGIES INC.
0E36,TIEPIE ENGINEERING
0E38,STRATITEC INC.
0E39,SMART MODULAR TECHNOLOGIES INC.
0E3A,NEOSTAR TECHNOLOGY CO. LTD
0E3B,MANSELLA LTD
0E41,LINE6 INC.
0E44,SUN-RISEFUL TECHNOLOGY CO. LTD.
0E48,JULIA CORP. LTD
0E4A,SHENZHEN BAO HING ELECTRIC WIRE & CABLE MFR. CO.
0E4C,RADICA GAMES LTD
0E50,TECHNODATA INTERWARE
0E55,SPEED DRAGON MULTIMEDIA LTD
0E56,KINGSTON TECHNOLOGY COMPANY INC.
0E5A,ACTIVE CO. LTD
0E5B,UNION POWER INFORMATION INDUSTRIAL CO. LTD
0E5C,BITLAND INFORMATION TECHNOLOGY CO. LTD
0E5D,NELTRON INDUSTRIAL CO. LTD
0E5E,CONWISE TECHNOLOGY CO. LTD.
0E66,HAWKING TECHNOLOGIES
0E67,FOSSIL INC.
0E6A,MEGAWIN TECHNOLOGY CO. LTD
0E6F,LOGIC3
0E70,TOKYO ELECTRONIC INDUSTRY CO. LTD
0E72,HSI-CHIN ELECTRONICS CO. LTD
0E75,TVS ELECTRONICS LTD
0E79,ARCHOS INC.
0E7B,ON-TECH INDUSTRY CO. LTD
0E7E,GMATE INC.
0E82,CHING TAI ELECTRIC WIRE & CABLE CO. LTD
0E83,SHIN AN WIRE & CABLE CO.
0E8C,WELL FORCE ELECTRONIC CO. LTD
0E8D,MEDIATEK INC.
0E8F,GREENASIA INC.
0E90,WIEBETECH LLC
0E91,VTECH ENGINEERING CANADA LTD
0E92,C'S GLORY ENTERPRISE CO. LTD
0E93,EM TECHNICS CO. LTD
0E95,FUTURE TECHNOLOGY CO. LTD
0E96,APLUX COMMUNICATIONS LTD
0E97,FINGERWORKS INC.
0E98,ADVANCED ANALOGIC TECHNOLOGIES INC.
0E99,PARALLEL DICE CO. LTD
0E9A,TA HSING INDUSTRIES LTD
0E9B,ADTEC CORP.
0E9C,STREAMZAP INC.
0E9F,TAMURA CORP.
0EA0,OURS TECHNOLOGY INC.
0EA6,NIHON COMPUTER CO. LTD
0EA7,MSL ENTERPRISES CORP.
0EA8,CENDYNE INC.
0EAD,HUMAX CO. LTD
0EB0,NOVATECH
0EB1,WIS TECHNOLOGIES INC.
0EB2,Y-S ELECTRONIC CO. LTD
0EB3,SAINT TECHNOLOGY CORP.
0EB7,ENDOR AG
0EB8,METTLER TOLEDO
0EBB,THERMO FISHER SCIENTIFIC
0EBE,VWEB CORP.
0EBF,OMEGA TECHNOLOGY OF TAIWAN INC.
0EC0,LHI TECHNOLOGY (CHINA) CO. LTD
0EC1,ABIT COMPUTER CORP.
0EC2,SWEETRAY INDUSTRIAL LTD
0EC3,AXELL CO. LTD
0EC4,BALLRACING DEVELOPMENTS LTD
0EC5,GT INFORMATION SYSTEM CO. LTD
0EC6,INNOVISION MULTIMEDIA LTD
0EC7,THETA LINK CORP.
0ECD,LITE-ON IT CORP.
0ECE,TAISOL ELECTRONICS CO. LTD
0ECF,PHOGENIX IMAGING LLC
0ED1,WINMAXGROUP
0ED2,KYOTO MICRO COMPUTER CO. LTD
0ED3,WING-TECH ENTERPRISE CO. LTD
0ED5,FIBERBYTE
0EDA,NORIAKE ITRON CORP.
0EDF,E-MDT CO. LTD
0EE0,SHIMA SEIKI MFG. LTD
0EE1,SAROTECH CO. LTD
0EE2,AMI SEMICONDUCTOR INC.
0EE3,COMTRUE TECHNOLOGY CORP.
0EE4,SUNRICH TECHNOLOGY LTD
0EEE,DIGITAL STREAM TECHNOLOGY INC.
0EEF,D-WAV SCIENTIFIC CO. LTD
0EF0,HITACHI CABLE LTD
0EF1,AICHI MICRO INTELLIGENT CORP.
0EF2,I/O MAGIC CORP.
0EF3,LYNN PRODUCTS INC.
0EF4,DSI DATOTECH
0EF5,POINTCHIPS
0EF6,YIELD MICROELECTRONICS CORP.
0EF7,SM TECH CO. LTD (TULIP)
0EFD,OASIS SEMICONDUCTOR
0EFE,WEM TECHNOLOGY INC.
0F03,UNITEK UPS SYSTEMS
0F06,VISUAL FRONTIER ENTERPRISE CO. LTD
0F08,CSL WIRE & PLUG (SHEN ZHEN) CO.
0F0C,CAS CORP.
0F0D,HORI CO. LTD
0F0E,ENERGY FULL CORP.
0F0F,SILEGO TECHNOLOGY INC
0F11,LD DIDACTIC GMBH
0F12,MARS ENGINEERING CORP.
0F13,ACETEK TECHNOLOGY CO. LTD
0F14,INGENICO
0F18,FINGER LAKES INSTRUMENTATION
0F19,ORACOM CO. LTD
0F1B,ONSET COMPUTER CORP.
0F1C,FUNAI ELECTRIC CO. LTD
0F1D,IWILL CORP.
0F21,IOI TECHNOLOGY CORP.
0F22,SENIOR INDUSTRIES INC.
0F23,LEADER TECH MANUFACTURER CO. LTD
0F24,FLEX-P INDUSTRIES SND. BHD.
0F2D,VIPOWER INC.
0F2E,GENIALITY MAPLE TECHNOLOGY CO. LTD
0F2F,PRIVA DESIGN SERVICES
0F30,JESS TECHNOLOGY CO. LTD
0F31,CHRYSALIS DEVELOPMENT
0F32,YFC-BONEAGLE ELECTRIC CO. LTD
0F37,KOKUYO CO. LTD
0F38,NIEN-YI INDUSTRIAL CORP.
0F39,TG3 ELECTRONICS
0F3D,AIRPRIME INCORPORATED
0F41,RDC SEMICONDUCTOR CO. LTD
0F42,NITAL CONSULTING SERVICES INC.
0F44,POLHEMUS
0F49,EVOLIS SA
0F4B,ST. JOHN TECHNOLOGY CO. LTD
0F4C,WORLDWIDE CABLE OPTO CORP.
0F4D,MICROTUNE INC.
0F4E,FREEDOM SCIENTIFIC
0F52,WING KEY ELECTRICAL CO. LTD
0F53,DONGGUAN WHITE HORSE CABLE FACTORY LTD
0F54,KAWAI MUSICAL INSTRUMENTS MFG. CO. LTD
0F55,AMBICOM INC.
0F5C,PRAIRIECOMM INC.
0F5D,NEWAGE INTERNATIONAL LLC
0F5F,KEY TECHNOLOGY CORP.
0F60,NTK LTD
0F61,VARIAN INC.
0F62,ACROX TECHNOLOGIES CO. LTD
0F63,LEAPFROG ENTERPRISES
0F68,KOBE STEEL LTD
0F69,DIONEX CORP.
0F6A,VIBREN TECHNOLOGIES INC.
0F6E,INTELLIGENT SYSTEMS
0F73,DFI
0F78,GUNTERMANN & DRUNCK GMBH
0F7C,DQ TECHNOLOGY INC.
0F7D,NETBOTZ INC.
0F7E,FLUKE CORP.
0F88,VTECH HOLDINGS LTD
0F8B,YAZAKI CORP.
0F8C,YOUNG GENERATION INTERNATIONAL CORP.
0F8D,UNIWILL COMPUTER CORP.
0F8E,KINGNET TECHNOLOGY CO. LTD
0F8F,SOMA NETWORKS
0F97,CVILUX CORP.
0F98,CYBERBANK CORP.
0F9C,HYUN WON INC.
0F9E,LUCENT TECHNOLOGIES
0FA3,STARCONN ELECTRONIC CO. LTD
0FA4,ATL TECHNOLOGY
0FA5,SOTEC CO. LTD
0FA7,EPOX COMPUTER CO. LTD
0FA8,LOGIC CONTROLS INC.
0FAF,WINPOINT ELECTRONIC CORP.
0FB0,HAURTIAN WIRE & CABLE CO. LTD
0FB1,INCLOSE DESIGN INC.
0FB2,JUAN-CHERN INDUSTRIAL CO. LTD
0FB6,HEBER LTD
0FB8,WISTRON CORP.
0FB9,AACOM CORP.
0FBA,SAN SHING ELECTRONICS CO. LTD
0FBB,BITWISE SYSTEMS INC.
0FC1,MITAC INTERNATINAL CORP.
0FC2,PLUG AND JACK INDUSTRIAL INC.
0FC5,DELCOM ENGINEERING
0FC6,DATAPLUS SUPPLIES INC.
0FCA,RESEARCH IN MOTION LTD.
0FCE,SONY ERICSSON MOBILE COMMUNICATIONS AB
0FCF,DYNASTREAM INNOVATIONS INC.
0FD0,TULIP COMPUTERS B.V.
0FD1,GIANT ELECTRONICS LTD.
0FD2,SEAC BANCHE
0FD4,TENOVIS GMBH & CO. KG
0FD5,DIRECT ACCESS TECHNOLOGY INC.
0FD9,ELGATO SYSTEMS GMBH
0FDA,QUANTEC NETWORKS GMBH
0FDC,MICRO PLUS
0FDE,OREGON SCIENTIFIC
0FE0,OSTERHOUT DESIGN GROUP
0FE2,AIR TECHNIQUES
0FE4,IN-TECH ELECTRONICS LTD
0FE5,GREENCONN (U.S.A.) INC.
0FE6,ICS ADVENT
0FE9,DVICO
0FEA,UNITED COMPUTER ACCESSORIES
0FEB,CRS ELECTRONIC CO. LTD
0FEC,UMC ELECTRONICS CO. LTD
0FED,ACCESS CO. LTD
0FEE,XSIDO CORP.
0FEF,MJ RESEARCH INC.
0FF6,CORE VALLEY CO. LTD
0FF7,CHI SHING COMPUTER ACCESSORIES CO. LTD
0FFC,CLAVIA DMI AB
0FFD,EARLYSENSE
0FFF,AOPEN INC.
1000,SPEED TECH CORP.
1001,RITRONICS COMPONENTS (S) PTE. LTD
1003,SIGMA CORP.
1004,LG ELECTRONICS INC.
1005,APACER TECHNOLOGY INC.
1006,IRIVER LTD.
1009,EMUZED INC.
100A,AV CHASEWAY LTD
100B,CHOU CHIN INDUSTRIAL CO. LTD
100D,NETOPIA INC.
1010,FUKUDA DENSHI CO. LTD
1011,MOBILE MEDIA TECH.
1012,SDKM FIBRES WIRES & CABLES BERHAD
1013,TST-TOUCHLESS SENSOR TECHNOLOGY AG
1014,DENSITRON TECHNOLOGIES PLC
1015,SOFTRONICS PTY. LTD
1016,XIAMEN HUNG'S ENTERPRISE CO. LTD
1017,SPEEDY INDUSTRIAL SUPPLIES PTE. LTD
1019,ELITEGROUP COMPUTER SYSTEMS (ECS)
1020,LABTEC
1022,SHINKO SHOJI CO. LTD
1025,HYPER-PALTEK
1026,NEWLY CORP.
1027,TIME DOMAIN
1028,INOVYS CORP.
1029,ATLANTIC COAST TELESYS
102A,RAMOS TECHNOLOGY CO. LTD
102B,INFOTRONIC AMERICA INC.
102C,ETOMS ELECTRONICS CORP.
102D,WINIC CORP.
1031,COMAX TECHNOLOGY INC.
1032,C-ONE TECHNOLOGY CORP.
1033,NUCAM CORP.
1038,STEELSERIES APS
1039,DEVOLO AG
103A,PSA
103D,STANTON
1043,ICREATE TECHNOLOGIES CORP.
1044,CHU YUEN ENTERPRISE CO. LTD
1046,WINBOND ELECTRONICS CORP. [HEX]
1048,TARGUS GROUP INTERNATIONAL
104B,MYLEX / BUSLOGIC
104C,AMCO TEC INTERNATIONAL INC.
104D,NEWPORT CORPORATION
104F,WB ELECTRONICS
1050,YUBICO.COM
1053,IMMANUEL ELECTRONICS CO. LTD
1054,BMS INTERNATIONAL BEHEER N.V.
1055,COMPLEX MICRO INTERCONNECTION CO. LTD
1056,HSIN CHEN ENT CO. LTD
1057,ON SEMICONDUCTOR
1058,WESTERN DIGITAL TECHNOLOGIES INC.
1059,GIESECKE & DEVRIENT GMBH
105B,FOXCONN INTERNATIONAL INC.
105C,HONG JI ELECTRIC WIRE & CABLE (DONGGUAN) CO. LTD
105D,DELKIN DEVICES INC.
105E,VALENCE SEMICONDUCTOR DESIGN LTD
105F,CHIN SHONG ENTERPRISE CO. LTD
1060,EASTHOME INDUSTRIAL CO. LTD
1063,MOTOROLA ELECTRONICS TAIWAN LTD [HEX]
1065,CCYU TECHNOLOGY
1068,MICROPI ELETTRONICA
106A,LOYAL LEGEND LTD
106C,CURITEL COMMUNICATIONS INC.
106D,SAN CHIEH MANUFACTURING LTD
106E,CONECTL
106F,MONEY CONTROLS
1076,GCT SEMICONDUCTOR INC.
107B,GATEWAY INC.
107D,ARLEC AUSTRALIA LTD
107E,MIDORIYA ELECTRIC CO. LTD
107F,KIDZMOUSE INC.
1082,SHIN-ETSUKAKEN CO. LTD
1083,CANON ELECTRONICS INC.
1084,PANTECH CO. LTD
108A,CHLORIDE POWER PROTECTION
108B,GRAND-TEK TECHNOLOGY CO. LTD
108C,ROBERT BOSCH GMBH
108E,LOTES CO. LTD.
1091,NUMERIK JENA
1099,SURFACE OPTICS CORP.
109A,DATASOFT SYSTEMS GMBH
109B,HISENSE
109F,ESOL CO. LTD
10A0,HIROTECH INC.
10A3,MITSUBISHI MATERIALS CORP.
10A9,SK TELETECH CO. LTD
10AA,CABLES TO GO
10AB,USI CO. LTD
10AC,HONEYWELL INC.
10AE,PRINCETON TECHNOLOGY CORP.
10AF,LIEBERT CORP.
10B5,COMODO (PLX?)
10B8,DIBCOM
10BB,TM TECHNOLOGY INC.
10BC,DINGING TECHNOLOGY CO. LTD
10BD,TMT TECHNOLOGY INC.
10BF,SMARTHOME
10C3,UNIVERSAL LASER SYSTEMS INC.
10C4,SILICON LABS
10C5,SANEI ELECTRIC INC.
10C6,INTEC INC.
10CB,ERATECH
10CC,GBM CONNECTOR CO. LTD
10CD,KYCON INC.
10CE,SILICON LABS
10CF,VELLEMAN COMPONENTS INC.
10D1,HOTTINGER BALDWIN MEASUREMENT
10D2,RAYCOMPOSER - R. ADAMS
10D4,MAN BOON MANUFACTORY LTD
10D5,UNI CLASS TECHNOLOGY CO. LTD
10D6,ACTIONS SEMICONDUCTOR CO. LTD
10DE,AUTHENEX INC.
10DF,IN-WIN DEVELOPMENT INC.
10E0,POST-OP VIDEO INC.
10E1,CABLEPLUS LTD
10E2,NADA ELECTRONICS LTD
10EC,VAST TECHNOLOGIES INC.
10F0,NEXIO CO. LTD
10F1,IMPORTEK
10F5,TURTLE BEACH
10F8,CESYS GMBH
10FB,PICTOS TECHNOLOGIES INC.
10FD,ANUBIS ELECTRONICS LTD
10FE,THRANE & THRANE
1100,VIRTOUCH LTD
1101,EASYPASS INDUSTRIAL CO. LTD
1108,BRIGHTCOM TECHNOLOGIES LTD
110A,MOXA TECHNOLOGIES CO. LTD.
1110,ANALOG DEVICES CANADA LTD (ALLIED TELESYN)
1111,PANDORA INTERNATIONAL LTD.
1112,YM ELECTRIC CO. LTD
1113,MEDION AG
111E,VSO ELECTRIC CO. LTD
112A,REDRAT
112E,MASTER HILL ELECTRIC WIRE AND CABLE CO. LTD
112F,CELLON INTERNATIONAL INC.
1130,TENX TECHNOLOGY INC.
1131,INTEGRATED SYSTEM SOLUTION CORP.
1132,TOSHIBA CORP. DIGITAL MEDIA EQUIPMENT [HEX]
1136,CTS ELECTRONINCS
113C,ARIN TECH CO. LTD
113D,MAPOWER ELECTRONICS CO. LTD
113F,INTEGRATED BIOMETRICS LLC
1141,V ONE MULTIMEDIA PTE. LTD
1142,CYBERSCAN TECHNOLOGIES INC.
1145,JAPAN RADIO COMPANY
1146,SHIMANE SANYO ELECTRIC CO. LTD.
1147,EVER GREAT ELECTRIC WIRE AND CABLE CO. LTD
114B,SPHAIRON ACCESS SYSTEMS GMBH
114C,TINIUS OLSEN TESTING MACHINE CO. INC.
114D,ALPHA IMAGING TECHNOLOGY CORP.
114F,WAVECOM
115B,SALIX TECHNOLOGY CO. LTD.
1162,SECUGEN CORP.
1163,DELORME PUBLISHING INC.
1164,YUAN HIGH-TECH DEVELOPMENT CO. LTD
1165,TELSON ELECTRONICS CO. LTD
1166,BANTAM INTERACTIVE TECHNOLOGIES
1167,SALIENT SYSTEMS CORP.
1168,BIZCONN INTERNATIONAL CORP.
116E,GIGASTORAGE CORP.
116F,SILICON 10 TECHNOLOGY CORP.
1175,SHENGYIH STEEL MOLD CO. LTD
117D,SANTA ELECTRONIC INC.
117E,JNC INC.
1182,VENTURE CORP. LTD
1183,COMPAQ COMPUTER CORP. [HEX] (DIGITAL DREAM ??)
1184,KYOCERA ELCO CORP.
1188,BLOOMBERG L.P.
1189,ACER COMMUNICATIONS & MULTIMEDIA
118F,YOU YANG TECHNOLOGY CO. LTD
1190,TRIPACE
1191,LOYALTY FOUNDER ENTERPRISE CO. LTD
1196,YANKEE ROBOTICS LLC
1197,TECHNOIMAGIA CO. LTD
1198,STARSHINE TECHNOLOGY CORP.
1199,SIERRA WIRELESS INC.
119A,ZHAN QI TECHNOLOGY CO. LTD
119B,RUWIDO AUSTRIA GMBH
11A0,CHIPCON AS
11A3,TECHNOVAS CO. LTD
11AA,GLOBALMEDIA GROUP LLC
11AB,EXITO ELECTRONICS CO. LTD
11AC,NIKE
11B0,ATECH FLASH TECHNOLOGY
11BE,R&D INTERNATIONAL NV
11C0,BETOP
11C5,INMAX
11C9,NACON
11CA,VERIFONE INC
